"FieldID_unique","Date","Year","Province","SamplerNo.x","FieldID","SamplerType","ExtractionGroup","qPCRPlate","JDay","SampleID","SsCtMean","SsCtSD","SsMean","logSsMean","VolumeSampled","TtCt","TtSD","Water","week","month","SsMean_t1","logSs_t1","SamplerNo.y","MeanWetness","DiffMeanWet","MeanWet_1d","MaxWetness","DiffMaxWet","MaxWet_1d","MinWetness","DiffMinWet","MinWet_1d","MeanTemp","DiffMeanT","MeanT_1d","MaxTemp","DiffMaxT","MaxT_1d","MinTemp","DiffMinT","MinT_1d","MeanRH","DiffMeanRH","MeanRH_1d","MaxRH","DiffMaxRH","MaxRH_1d","MinRH","DiffMinRH","MinRH_1d","DiffRH_0d","DiffRH_1d","DiffRH_2d","MaxDiffRH_2h","MaxDiffRH_3h","MeanVPD","DiffMeanVPD","MeanVPD_1d","MaxVPD","DiffMaxVPD","MaxVPD_1d","MinVPD","DiffMinVPD","MinVPD_1d","TotalPrecip","Precip_1d","RainYN","MaxRain","MinRain","MeanWC","DiffMeanWC","MeanWC_1d","MaxWC","DiffMaxWC","MaxWC_1d","MinWC","DiffMinWC","MinWC_1d","MeanDP","DiffMeanDP","MeanDP_1d","MaxDP","DiffMaxDP","MaxDP_1d","MinDP","DiffMinDP","MinDP_1d","MeanSoilTemp","DiffMeanSoilT","MeanSoilT_1d","MaxSoilTemp","DiffMaxSoilT","MaxSoilT_1d","MinSoilTemp","DiffMinSoilT","MinSoilT_1d","jday"
"210410",2021-08-13,"2021","Alberta","10","2104",NA,"Bean",NA,225,"10_225",26.1,0.1,8398.2,3.92,NA,25.8,0,NA,33,8,21117.9,4.32,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5125,1.145833333,19.36666667,31.1,2.5,28.6,9.2,-2.6,11.8,59.93333333,3.083333333,56.85,83.1,1.5,81.6,39.7,6.5,33.2,43.4,48.4,46.4,10,21,9.091656391,0.961555201,8.130101191,19.03914549,1.006609859,18.03253564,1.462871846,-0.447207384,1.91007923,0,14.9,0,0,0,26.0125,5.733333333,20.27916667,28.4,-1.8,30.2,24.4,5.2,19.2,11.5875,1.866666667,9.720833333,17.3,3.8,13.5,6.1,0.4,5.7,17.70833333,-0.154166667,17.8625,22.3,0.6,21.7,12.9,-1.9,14.8,225
"210410",2021-08-14,"2021","Alberta","10","2104",NA,"Bean",NA,226,"10_226",28.9,0,1779.9,3.25,NA,26,0,NA,33,8,8398.2,3.92,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.14583333,2.633333333,20.5125,32.3,1.2,31.1,14.9,5.7,9.2,49.8625,-10.07083333,59.93333333,65.6,-17.5,83.1,34,-5.7,39.7,31.6,43.4,48.4,23.4,31.2,10.95518765,1.863531262,9.091656391,22.70807982,3.668934323,19.03914549,4.639152993,3.176281147,1.462871846,13.3,0,1,12.1,0,25.00833333,-1.004166667,26.0125,29.3,0.9,28.4,22.7,-1.7,24.4,11.90833333,0.320833333,11.5875,18.7,1.4,17.3,6.2,0.1,6.1,18.83333333,1.125,17.70833333,23.7,1.4,22.3,14.2,1.3,12.9,226
"210410",2021-08-15,"2021","Alberta","10","2104",NA,"Bean",NA,227,"10_227",28.1,0.1,2858.4,3.46,NA,26,0.1,NA,33,8,1779.9,3.25,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.65,-2.495833333,23.14583333,31,-1.3,32.3,11.8,-3.1,14.9,57.1625,7.3,49.8625,83,17.4,65.6,27.7,-6.3,34,55.3,31.6,43.4,16.9,28.4,8.599048079,-2.356139574,10.95518765,23.37063191,0.662552089,22.70807982,1.913894942,-2.725258051,4.639152993,0,13.3,0,0,0,26.49166667,1.483333333,25.00833333,27.5,-1.8,29.3,25.3,2.6,22.7,11.20833333,-0.7,11.90833333,18.7,0,18.7,6.9,0.7,6.2,18.20416667,-0.629166667,18.83333333,22.2,-1.5,23.7,15.1,0.9,14.2,227
"210410",2021-08-16,"2021","Alberta","10","2104",NA,"Bean",NA,228,"10_228",27.8,0.1,3229.9,3.51,NA,26.1,0.1,NA,33,8,2858.4,3.46,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.77916667,0.129166667,20.65,25.8,-5.2,31,14.3,2.5,11.8,47.6,-9.5625,57.1625,57.2,-25.8,83,37.7,10,27.7,19.5,55.3,31.6,12.6,16.7,9.34596286,0.746914781,8.599048079,14.37662299,-8.994008915,23.37063191,4.879033568,2.965138626,1.913894942,0,0,0,0,0,24.68333333,-1.808333333,26.49166667,25.3,-2.2,27.5,24,-1.3,25.3,9.1375,-2.070833333,11.20833333,13.4,-5.3,18.7,5,-1.9,6.9,17.09166667,-1.1125,18.20416667,19.7,-2.5,22.2,14.9,-0.2,15.1,228
"210410",2021-08-17,"2021","Alberta","10","2104",NA,"Bean",NA,229,"10_229",27.2,0.1,4503.4,3.65,NA,25.9,0.1,NA,33,8,3229.9,3.51,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.00416667,-8.775,20.77916667,16.9,-8.9,25.8,7.8,-6.5,14.3,70.55416667,22.95416667,47.6,88.3,31.1,57.2,46.4,8.7,37.7,41.9,19.5,55.3,13.8,18.3,3.167947601,-6.178015259,9.34596286,6.650326106,-7.726296885,14.37662299,0.888991949,-3.990041619,4.879033568,9.7,0,1,4.3,0,24.26666667,-0.416666667,24.68333333,29.7,4.4,25.3,22.3,-1.7,24,6.475,-2.6625,9.1375,8.5,-4.9,13.4,3.8,-1.2,5,12.45416667,-4.6375,17.09166667,15.2,-4.5,19.7,10.1,-4.8,14.9,229
"210410",2021-08-18,"2021","Alberta","10","2104",NA,"Bean",NA,230,"10_230",25.2,0.1,14166.7,4.15,NA,26.2,0.1,NA,33,8,4503.4,3.65,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57083333,-0.433333333,12.00416667,16.6,-0.3,16.9,8.2,0.4,7.8,75.90833333,5.354166667,70.55416667,90.1,1.8,88.3,56.7,10.3,46.4,33.4,41.9,19.5,10.2,19.6,2.575450182,-0.592497419,3.167947601,5.697939927,-0.952386179,6.650326106,0.81579826,-0.073193689,0.888991949,0.2,9.7,1,0.2,0,27.2875,3.020833333,24.26666667,28.4,-1.3,29.7,26.2,3.9,22.3,7.2375,0.7625,6.475,9.4,0.9,8.5,5.2,1.4,3.8,12.85,0.395833333,12.45416667,16.7,1.5,15.2,10.2,0.1,10.1,230
"210410",2021-08-20,"2021","Alberta","10","2104",NA,"Bean",NA,232,"10_232",32.5,0.2,248.5,2.4,NA,25.8,0,NA,34,8,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.675,0.991666667,13.68333333,20.3,-1.6,21.9,8.7,-0.1,8.8,72.2,2.2625,69.9375,86,1.3,84.7,47.3,-1.7,49,38.7,35.7,33.4,14.3,23.6,3.612338275,-0.316887295,3.92922557,8.736280384,-0.404502723,9.140783108,1.307026079,0.006284059,1.30074202,3.7,0,1,2.2,0,25.35,-0.495833333,25.84583333,27.5,1.3,26.2,24.4,-0.5,24.9,9.454166667,1.55,7.904166667,12.7,1.7,11,4.9,-0.5,5.4,14.325,0.591666667,13.73333333,17.1,-1.2,18.3,11.9,1.3,10.6,232
"210410",2021-08-21,"2021","Alberta","10","2104",NA,"Bean",NA,233,"10_233",31,0.1,560.8,2.75,NA,25.8,0.1,NA,34,8,248.5,2.4,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.925,-2.75,14.675,20,-0.3,20.3,4.4,-4.3,8.7,79.49166667,7.291666667,72.2,89.7,3.7,86,48,0.7,47.3,41.7,38.7,35.7,19.7,29.1,2.407158936,-1.205179339,3.612338275,8.46034351,-0.275936874,8.736280384,0.890577537,-0.416448542,1.307026079,3.8,3.7,1,1.2,0,26.52083333,1.170833333,25.35,28,0.5,27.5,25.3,0.9,24.4,8.225,-1.229166667,9.454166667,12.4,-0.3,12.7,2.1,-2.8,4.9,13.04166667,-1.283333333,14.325,16.3,-0.8,17.1,9.3,-2.6,11.9,233
"210410",2021-08-22,"2021","Alberta","10","2104",NA,"Bean",NA,234,"10_234",29.8,0,1098.5,3.04,NA,25.9,0.1,NA,34,8,560.8,2.75,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.03333333,4.108333333,11.925,26.1,6.1,20,9.7,5.3,4.4,71.67916667,-7.8125,79.49166667,95.7,6,89.7,37.5,-10.5,48,58.2,41.7,38.7,20.4,33.2,4.715251706,2.30809277,2.407158936,13.04672641,4.586382896,8.46034351,0.460526021,-0.430051516,0.890577537,0.4,3.8,1,0.2,0,27.11666667,0.595833333,26.52083333,28.4,0.4,28,25.8,0.5,25.3,10.09166667,1.866666667,8.225,14.6,2.2,12.4,5.8,3.7,2.1,15.1875,2.145833333,13.04166667,19.7,3.4,16.3,12.4,3.1,9.3,234
"210410",2021-08-23,"2021","Alberta","10","2104",NA,"Bean",NA,235,"10_235",27.4,0.1,4234.9,3.63,NA,25.8,0.1,NA,34,8,1098.5,3.04,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.15416667,-0.879166667,16.03333333,23,-3.1,26.1,7.8,-1.9,9.7,60.375,-11.30416667,71.67916667,86.6,-9.1,95.7,33.4,-4.1,37.5,53.2,58.2,41.7,20.6,34.5,5.67929778,0.964046075,4.715251706,12.83143881,-0.215287594,13.04672641,1.205031569,0.744505548,0.460526021,0,0.4,0,0,0,25.05833333,-2.058333333,27.11666667,26.2,-2.2,28.4,24,-1.8,25.8,6.8375,-3.254166667,10.09166667,11.1,-3.5,14.6,3.1,-2.7,5.8,14.07916667,-1.108333333,15.1875,18.6,-1.1,19.7,10.8,-1.6,12.4,235
"210410",2021-08-24,"2021","Alberta","10","2104",NA,"Bean",NA,236,"10_236",30.3,0.1,812.2,2.91,NA,25.9,0,NA,34,8,4234.9,3.63,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47083333,-3.683333333,15.15416667,17.2,-5.8,23,7,-0.8,7.8,69.49583333,9.120833333,60.375,84.6,-2,86.6,48.8,15.4,33.4,35.8,53.2,58.2,10.6,18.2,3.235102013,-2.444195767,5.67929778,6.994594177,-5.836844635,12.83143881,1.325687997,0.120656428,1.205031569,0,0,0,0,0,23.84166667,-1.216666667,25.05833333,25.8,-0.4,26.2,23.6,-0.4,24,5.833333333,-1.004166667,6.8375,8.9,-2.2,11.1,2.6,-0.5,3.1,12.0625,-2.016666667,14.07916667,15.5,-3.1,18.6,10,-0.8,10.8,236
"2105-in01",2021-07-07,"2021","Alberta","01","2105-in",NA,"Bean",NA,188,"01_188",30.7,0.1,565.4,2.75,NA,25.9,0.1,NA,27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105-in01",2021-07-08,"2021","Alberta","01","2105-in",NA,"Bean",NA,189,"01_189",33.9,0.2,94.8,1.98,NA,26,0,NA,27,7,565.4,2.75,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.27083333,NA,NA,26.2,NA,NA,12.4,NA,NA,71.49166667,NA,NA,92.2,NA,NA,47.8,NA,NA,44.4,NA,NA,16.5,18.1,5.2926882,NA,NA,12.42772114,NA,NA,0.917353662,NA,NA,9.1,NA,NA,5.8,0,24.975,NA,NA,28,NA,NA,23.1,NA,NA,13.6,NA,NA,17.6,NA,NA,10.4,NA,NA,19.87916667,NA,NA,23.5,NA,NA,16,NA,NA,189
"2105-in01",2021-07-09,"2021","Alberta","01","2105-in",NA,"Bean",NA,190,"01_190",35.8,0.4,32.4,1.52,NA,25.8,0.1,NA,28,7,94.8,1.98,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.75833333,1.4875,19.27083333,29.9,3.7,26.2,11.4,-1,12.4,68.45416667,-3.0375,71.49166667,86.6,-5.6,92.2,40.7,-7.1,47.8,45.9,44.4,NA,16.9,22.7,6.949429236,1.656741036,5.2926882,17.89666467,5.468943532,12.42772114,1.303191025,0.385837362,0.917353662,3,-6.1,9,3,0,22.86666667,-2.108333333,24.975,24.4,-3.6,28,21.8,-1.3,23.1,14.1625,0.5625,13.6,19,1.4,17.6,9.1,-1.3,10.4,20.67083333,0.791666667,19.87916667,26,2.5,23.5,15.2,-0.8,16,190
"2105-in01",2021-07-10,"2021","Alberta","01","2105-in",NA,"Bean",NA,191,"01_191",29.3,0.1,1270.6,3.1,NA,26,0,NA,28,7,32.4,1.52,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.72083333,1.9625,20.75833333,33,3.1,29.9,12.3,0.9,11.4,64.55,-3.904166667,68.45416667,84.4,-2.2,86.6,41.3,0.6,40.7,43.1,45.9,44.4,16.6,18.8,9.244958217,2.295528981,6.949429236,20.17866331,2.28199864,17.89666467,1.589613286,0.286422262,1.303191025,0,-3,3,0,0,22.34166667,-0.525,22.86666667,23.6,-0.8,24.4,20.9,-0.9,21.8,14.95833333,0.795833333,14.1625,20.4,1.4,19,9.6,0.5,9.1,21.57916667,0.908333333,20.67083333,26.7,0.7,26,15.7,0.5,15.2,191
"2105-in01",2021-07-11,"2021","Alberta","01","2105-in",NA,"Bean",NA,192,"01_192",32.6,0.2,189,2.28,NA,25.9,0.1,NA,28,7,1270.6,3.1,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.025,-3.695833333,22.72083333,26.1,-6.9,33,12.4,0.1,12.3,62.125,-2.425,64.55,83.3,-1.1,84.4,42.1,0.8,41.3,41.2,43.1,45.9,20.4,21.8,6.672132795,-2.572825422,9.244958217,13.78477115,-6.393892162,20.17866331,1.766368559,0.176755273,1.589613286,0,0,0,0,0,19.55833333,-2.783333333,22.34166667,20.9,-2.7,23.6,18.3,-2.6,20.9,11.1375,-3.820833333,14.95833333,13.3,-7.1,20.4,8,-1.6,9.6,19.3875,-2.191666667,21.57916667,22,-4.7,26.7,15.7,0,15.7,192
"2105-in01",2021-07-12,"2021","Alberta","01","2105-in",NA,"Bean",NA,193,"01_193",30.8,0.1,537.1,2.73,NA,25.9,0.1,NA,28,7,189,2.28,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.60416667,1.579166667,19.025,31,4.9,26.1,10.4,-2,12.4,57.9625,-4.1625,62.125,83.4,0.1,83.3,35.2,-6.9,42.1,48.2,41.2,43.1,19.4,33.7,9.563927685,2.89179489,6.672132795,20.9462925,7.161521349,13.78477115,1.483512748,-0.282855812,1.766368559,0,0,0,0,0,17.60833333,-1.95,19.55833333,18.3,-2.6,20.9,16.6,-1.7,18.3,10.97083333,-0.166666667,11.1375,14.3,1,13.3,7.4,-0.6,8,19.75,0.3625,19.3875,25,3,22,14.7,-1,15.7,193
"2105-in01",2021-07-13,"2021","Alberta","01","2105-in",NA,"Bean",NA,194,"01_194",33.2,0.1,138.8,2.15,NA,25.9,0.1,NA,28,7,537.1,2.73,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1625,-0.441666667,20.60416667,29.4,-1.6,31,13.7,3.3,10.4,59.8125,1.85,57.9625,75,-8.4,83.4,44.1,8.9,35.2,30.9,48.2,41.2,14.1,23.4,7.373497532,-2.190430152,9.563927685,14.97735794,-5.968934553,20.9462925,2.745158688,1.26164594,1.483512748,0,0,0,0,0,15.95833333,-1.65,17.60833333,16.6,-1.7,18.3,15.6,-1,16.6,11.8625,0.891666667,10.97083333,17.5,3.2,14.3,8.1,0.7,7.4,19.5625,-0.1875,19.75,23.5,-1.5,25,16.9,2.2,14.7,194
"2105-in01",2021-07-14,"2021","Alberta","01","2105-in",NA,"Bean",NA,195,"01_195",31,0.4,482.6,2.68,NA,26.1,0,NA,28,7,138.8,2.15,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.85833333,0.695833333,20.1625,31.6,2.2,29.4,10.2,-3.5,13.7,61.86666667,2.054166667,59.8125,86.5,11.5,75,37,-7.1,44.1,49.5,30.9,48.2,12.8,23.7,8.708432344,1.334934812,7.373497532,21.14147571,6.164117768,14.97735794,1.236968643,-1.508190045,2.745158688,0,0,0,0,0,15.05,-0.908333333,15.95833333,15.2,-1.4,16.6,14.6,-1,15.6,12.54583333,0.683333333,11.8625,19.8,2.3,17.5,7.2,-0.9,8.1,20.42916667,0.866666667,19.5625,26.6,3.1,23.5,14.4,-2.5,16.9,195
"2105-in01",2021-07-15,"2021","Alberta","01","2105-in",NA,"Bean",NA,196,"01_196",31.6,0.4,348.1,2.54,NA,26,0,NA,28,7,482.6,2.68,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.27916667,1.420833333,20.85833333,31.5,-0.1,31.6,13,2.8,10.2,63.325,1.458333333,61.86666667,81.8,-4.7,86.5,43.5,6.5,37,38.3,49.5,30.9,20.9,20.9,8.387416219,-0.321016125,8.708432344,17.59211335,-3.549362364,21.14147571,1.937076063,0.700107421,1.236968643,14.6,14.6,0,11.9,0,20.69583333,5.645833333,15.05,23.6,8.4,15.2,14.2,-0.4,14.6,14.59166667,2.045833333,12.54583333,21.2,1.4,19.8,9,1.8,7.2,21.05416667,0.625,20.42916667,25.6,-1,26.6,16.1,1.7,14.4,196
"2105-in01",2021-07-16,"2021","Alberta","01","2105-in",NA,"Bean",NA,197,"01_197",32.4,0.2,220.9,2.35,NA,25.8,0,NA,29,7,348.1,2.54,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.65416667,-2.625,22.27916667,28.8,-2.7,31.5,10.5,-2.5,13,70.0125,6.6875,63.325,85.6,3.8,81.8,48.8,5.3,43.5,36.8,38.3,49.5,10.8,20.3,5.861278299,-2.52613792,8.387416219,13.63888072,-3.95323263,17.59211335,1.448918281,-0.488157783,1.937076063,0,-14.6,15,0,0,19.56666667,-1.129166667,20.69583333,20.9,-2.7,23.6,18.3,4.1,14.2,13.70416667,-0.8875,14.59166667,20.3,-0.9,21.2,7.6,-1.4,9,20.23333333,-0.820833333,21.05416667,24.4,-1.2,25.6,15.5,-0.6,16.1,197
"2105-in01",2021-07-17,"2021","Alberta","01","2105-in",NA,"Bean",NA,198,"01_198",36.7,0.3,19.5,1.31,NA,25.8,0.1,NA,29,7,220.9,2.35,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4375,1.783333333,19.65416667,32.6,3.8,28.8,11.1,0.6,10.5,62.54166667,-7.470833333,70.0125,84.8,-0.8,85.6,40.3,-8.5,48.8,44.5,36.8,38.3,13.5,23.2,8.762418277,2.901139978,5.861278299,20.64557135,7.006690631,13.63888072,1.597710211,0.14879193,1.448918281,14.7,14.7,0,14.7,0,21.70416667,2.1375,19.56666667,25.3,4.4,20.9,17.4,-0.9,18.3,13.3625,-0.341666667,13.70416667,21.1,0.8,20.3,7.2,-0.4,7.6,20.11666667,-0.116666667,20.23333333,25.2,0.8,24.4,15.2,-0.3,15.5,198
"2105-in01",2021-07-18,"2021","Alberta","01","2105-in",NA,"Bean",NA,199,"01_199",36.5,0.9,23.9,1.4,NA,25.9,0,NA,29,7,19.5,1.31,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8125,-3.625,21.4375,25.1,-7.5,32.6,13.6,2.5,11.1,79.14583333,16.60416667,62.54166667,92.8,8,84.8,61.8,21.5,40.3,31,44.5,36.8,12.3,20.7,3.30720339,-5.455214887,8.762418277,8.052285762,-12.59328559,20.64557135,0.790605702,-0.807104509,1.597710211,0,-14.7,15,0,0,20.78333333,-0.920833333,21.70416667,21.8,-3.5,25.3,20.5,3.1,17.4,14,0.6375,13.3625,18.5,-2.6,21.1,9.5,2.3,7.2,18.70833333,-1.408333333,20.11666667,21.7,-3.5,25.2,16.5,1.3,15.2,199
"2105-in01",2021-07-21,"2021","Alberta","01","2105-in",NA,"Bean",NA,202,"01_202",32.8,0.4,170.6,2.23,NA,25.9,0.1,NA,29,7,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.44166667,-0.4375,20.87916667,29.6,0.2,29.4,13,-1.6,14.6,77.91666667,-3.15,81.06666667,97.9,0,97.9,50.3,-5.4,55.7,47.6,42.2,10.5,20,26.6,4.659302813,0.428422284,4.230880529,14.72117585,1.762250912,12.95892494,0.294139658,-0.047528061,0.341667719,0.4,0.4,0,0.2,0,18.29583333,-1.129166667,19.425,18.7,-0.9,19.6,17.4,-1.3,18.7,16.06666667,-1.1375,17.20416667,21.6,0.4,21.2,9.5,-4.2,13.7,20.09583333,0.054166667,20.04166667,24.3,0.3,24,17.1,0.4,16.7,202
"2105-in01",2021-07-22,"2021","Alberta","01","2105-in",NA,"Bean",NA,203,"01_203",38.8,0.8,6.3,0.86,NA,27.5,0,NA,29,7,170.6,2.23,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.66666667,-0.775,20.44166667,28.7,-0.9,29.6,10.1,-2.9,13,58.325,-19.59166667,77.91666667,87.5,-10.4,97.9,26.1,-24.2,50.3,61.4,47.6,42.2,23,34.7,8.802049969,4.142747156,4.659302813,20.18342829,5.462252442,14.72117585,1.320483859,1.026344201,0.294139658,15.4,15,0,15.2,0,21.075,2.779166667,18.29583333,28,9.3,18.7,17,-0.4,17.4,9.65,-6.416666667,16.06666667,13.2,-8.4,21.6,4.3,-5.2,9.5,18.22916667,-1.866666667,20.09583333,21.2,-3.1,24.3,15.7,-1.4,17.1,203
"2105-in01",2021-07-23,"2021","Alberta","01","2105-in",NA,"Bean",NA,204,"01_204",31.7,0.6,335.1,2.53,NA,26.3,0,NA,30,7,6.3,0.86,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.18333333,-3.483333333,19.66666667,27,-1.7,28.7,5.4,-4.7,10.1,58.07083333,-0.254166667,58.325,83.2,-4.3,87.5,26.1,0,26.1,57.1,61.4,47.6,20.1,34.3,7.365608328,-1.436441641,8.802049969,18.49476809,-1.688660202,20.18342829,1.267550097,-0.052933761,1.320483859,0,-15.4,15,0,0,19.925,-1.15,21.075,21.8,-6.2,28,18.7,1.7,17,6.7,-2.95,9.65,13.2,0,13.2,1.8,-2.5,4.3,16.1,-2.129166667,18.22916667,19.5,-1.7,21.2,12.3,-3.4,15.7,204
"2105-in01",2021-07-24,"2021","Alberta","01","2105-in",NA,"Bean",NA,205,"01_205",29.4,0,1200.8,3.08,NA,25.8,0,NA,30,7,335.1,2.53,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3375,2.154166667,16.18333333,31.6,4.6,27,6,0.6,5.4,60.88333333,2.8125,58.07083333,84.8,1.6,83.2,35.8,9.7,26.1,49,57.1,61.4,15.5,26.1,8.183850345,0.818242018,7.365608328,21.27692748,2.782159394,18.49476809,1.306314168,0.038764071,1.267550097,0,0,0,0,0,17.72916667,-2.195833333,19.925,18.7,-3.1,21.8,16.6,-2.1,18.7,9.8875,3.1875,6.7,16.2,3,13.2,2.6,0.8,1.8,17.09166667,0.991666667,16.1,22.5,3,19.5,12.1,-0.2,12.3,205
"2105-in01",2021-07-25,"2021","Alberta","01","2105-in",NA,"Bean",NA,206,"01_206",33.8,0.2,99.9,2,NA,26,0.1,NA,30,7,1200.8,3.08,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.175,0.8375,18.3375,31.9,0.3,31.6,8.7,2.7,6,61.475,0.591666667,60.88333333,78.7,-6.1,84.8,38.4,2.6,35.8,40.3,49,57.1,11.5,21.1,7.667964356,-0.515885989,8.183850345,17.95814815,-3.318779331,21.27692748,1.94686224,0.640548071,1.306314168,0,0,0,0,0,16.10416667,-1.625,17.72916667,16.6,-2.1,18.7,15.6,-1,16.6,11.14583333,1.258333333,9.8875,23.4,7.2,16.2,3.9,1.3,2.6,17.8,0.708333333,17.09166667,22.6,0.1,22.5,13.4,1.3,12.1,206
"2105-in01",2021-07-26,"2021","Alberta","01","2105-in",NA,"Bean",NA,207,"01_207",32.4,0.2,213.4,2.33,NA,25.7,0,NA,30,7,99.9,2,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.78333333,0.608333333,19.175,35.1,3.2,31.9,8,-0.7,8.7,63.15416667,1.679166667,61.475,86.3,7.6,78.7,41.9,3.5,38.4,44.4,40.3,49,17.2,27.2,8.186724838,0.518760482,7.667964356,24.25693903,6.298790878,17.95814815,1.385946542,-0.560915698,1.94686224,0,0,0,0,0,15.05833333,-1.045833333,16.10416667,15.6,-1,16.6,14.6,-1,15.6,12.05,0.904166667,11.14583333,21.2,-2.2,23.4,4.9,1,3.9,18.05,0.25,17.8,23.1,0.5,22.6,13.6,0.2,13.4,207
"2105-in01",2021-07-27,"2021","Alberta","01","2105-in",NA,"Bean",NA,208,"01_208",38.4,1,8.1,0.96,NA,26.2,0,NA,30,7,213.4,2.33,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.06666667,0.283333333,19.78333333,30.4,-4.7,35.1,10.1,2.1,8,64.87916667,1.725,63.15416667,83.3,-3,86.3,42.6,0.7,41.9,40.7,44.4,40.3,11.7,18.4,7.016131462,-1.170593376,8.186724838,17.8723417,-6.38459733,24.25693903,1.51739274,0.131446198,1.385946542,15.6,15.6,0,15.4,0,21.6625,6.604166667,15.05833333,28,12.4,15.6,14.2,-0.4,14.6,12.82083333,0.770833333,12.05,17.6,-3.6,21.2,6.6,1.7,4.9,18.27916667,0.229166667,18.05,22.1,-1,23.1,14.2,0.6,13.6,208
"2105-in01",2021-07-28,"2021","Alberta","01","2105-in",NA,"Bean",NA,209,"01_209",35.2,0.2,43.7,1.65,NA,25.9,0,NA,30,7,8.1,0.96,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.38333333,1.316666667,20.06666667,29.8,-0.6,30.4,15.8,5.7,10.1,71.4875,6.608333333,64.87916667,83.3,0,83.3,55.2,12.6,42.6,28.1,40.7,44.4,15,15,5.647897043,-1.368234419,7.016131462,13.4364639,-4.435877804,17.8723417,2.183916398,0.666523657,1.51739274,14.4,-1.2,16,14.4,0,22.62916667,0.966666667,21.6625,29.3,1.3,28,19.6,5.4,14.2,15.85416667,3.033333333,12.82083333,20.6,3,17.6,11.4,4.8,6.6,19.58333333,1.304166667,18.27916667,22.7,0.6,22.1,17.3,3.1,14.2,209
"2105-in01",2021-07-29,"2021","Alberta","01","2105-in",NA,"Bean",NA,210,"01_210",33.5,0.2,114.6,2.06,NA,25.7,0,NA,30,7,43.7,1.65,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.74166667,2.358333333,21.38333333,35.2,5.4,29.8,15.1,-0.7,15.8,55.975,-15.5125,71.4875,69.8,-13.5,83.3,39.6,-15.6,55.2,30.2,28.1,40.7,7.1,11.9,10.75772503,5.109827987,5.647897043,24.09383294,10.65736904,13.4364639,3.876101896,1.692185498,2.183916398,0,-14.4,14,0,0,23.525,0.895833333,22.62916667,25.8,-3.5,29.3,20.9,1.3,19.6,14.1375,-1.716666667,15.85416667,21.7,1.1,20.6,8.2,-3.2,11.4,19.83333333,0.25,19.58333333,23.7,1,22.7,16.5,-0.8,17.3,210
